GEO_ID,NAME,NAICS2022,NAICS2022_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,QDESC,QDESC_LABEL,BUSCHAR,BUSCHAR_LABEL,YEAR,FIRMPDEMP,FIRMPDEMP_PCT,RCPPDEMP,RCPPDEMP_PCT,EMP,EMP_PCT,PAYANN,PAYANN_PCT,FIRMPDEMP_S,FIRMPDEMP_PCT_S,RCPPDEMP_S,RCPPDEMP_PCT_S,EMP_S,EMP_PCT_S,PAYANN_S,PAYANN_PCT_S
Geographic identifier code,Geographic Area Name,2022 NAICS code,Meaning of NAICS code,Sex code,Meaning of Sex code,Ethnicity code,Meaning of Ethnicity code,Race code,Meaning of Race code,Veteran code,Meaning of Veteran code,Question description code,Meaning of Question description code,Business characteristic code,Meaning of Business characteristic code,Year,Number of employer firms,Percent of employer firms (%),"Sales, value of shipments, or revenue of employer firms ($1,000)","Percent of sales, value of shipments, or revenue of employer firms (%)",Number of employees,Percent of employees (%),"Annual payroll ($1,000)",Percent of annual payroll (%),Relative standard error of employer firms (%),Standard error of percent of employer firms (%),"Relative standard error of sales, value of shipments, or revenue of employer firms (%)","Standard error of percent of sales, value of shipments, or revenue of employer firms (%)",Relative standard error of number of employees (%),Standard error of percent of employees (%),Relative standard error of annual payroll (%),Standard error of percent of annual payroll (%)
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,A1,All firms,2022,5959,X,22045806,X,84436,X,4473714,X,6.4,X,3.6,X,5.9,X,4.8,X
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BQ,1 person,2022,1702,59,2514591,21.4,12300,30.9,750227,35.1,10.2,19.1,12.7,107.9,14.7,66.6,11.9,67.1
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BQ01,2 to 4 people,2022,876,30.3,2441600,20.8,9925,25,534693,25,7,6.2,14.1,49.1,15.4,51.4,16.8,40.8
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BQ02,5 to 10 people,2022,28,1,1046732,8.9,628,1.6,59482,2.8,42.7,0.8,5.2,18.4,7.8,2.5,5.3,5.1
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BQ03,11 or more people,2022,69,2.4,1879714,16,6319,15.9,257240,12,1.6,0,0.7,0.1,0.1,0,0.5,0.1
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BQ04,"Business owned by a parent company, estate, Trust, or other entity",2022,166,5.7,2327773,19.8,6264,15.8,323168,15.1,9.3,5.1,1,20.4,1.5,16,1,15.6
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BX,Unknown number of owners,2022,45,1.6,1529664,13,4325,10.9,210355,9.9,8.2,0.6,2,4.8,2.3,4,1.6,3.6
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BY,Total reporting,2022,2887,100,11740074,100,39760,100,2135166,100,7.3,0,3.3,0,5.7,0,5.7,0
E600000US0401327400,"Gilbert town, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B01,OWNRNUM,BZ,Item not reported,2022,1,X,16245,X,108,X,3624,X,105,X,7.5,X,14.7,X,7.4,X
